Ratio,Mean,Max,Min,Std,Range,Temp,Time,Season,Lag-1_Ratio,Lag+1_Ratio
0.1234041,488889.21500000043,597425.494000001,380352.9359999999,108536.27900000053,217072.55800000107,-1.3043478260869565,17,0,0.1993327,0.193739
0.193739,767534.3559999993,770947.029999998,764121.6820000006,3412.6739999987185,6825.347999997437,-0.956521739130435,18,0,0.1234041,0.2280311
0.2280311,511271.2489999996,564730.8169999992,457811.68100000004,53459.56799999959,106919.13599999918,-0.6086956521739131,19,0,0.193739,0.1487138
0.1487138,323669.23199999996,341691.62399999984,305646.8400000001,18022.391999999876,36044.78399999975,-0.2608695652173913,20,0,0.2280311,0.1180773
0.1180773,345869.183,386489.0050000007,305249.36099999934,40619.822000000684,81239.64400000137,0.08695652173913035,21,0,0.1487138,0.0622999
0.0622999,182487.2325000002,189064.0510000002,175910.41400000016,6576.818500000023,13153.637000000046,0.4347826086956519,22,0,0.1180773,0.5718196
0.5718196,1674960.2864999995,1716567.959999999,1633352.6130000001,41607.67349999945,83215.3469999989,0.7826086956521738,23,0,0.0622999,0.6773937
0.6773937,1175824.6729999995,1442782.5789999994,908866.7669999994,266957.906,533915.812,1.1304347826086958,0,0,0.5718196,0.1467485
0.1467485,172550.55850000013,180290.67200000025,164810.445,7740.113500000123,15480.227000000246,1.4782608695652173,1,0,0.6773937,0.2467197
0.2467197,225033.8195000001,254909.6759999999,195157.9630000003,29875.85649999979,59751.71299999958,1.8260869565217386,2,0,0.1467485,0.1750548
0.1750548,159667.9759999999,166808.634,152527.31799999982,7140.658000000083,14281.316000000166,2.1739130434782603,3,0,0.2467197,0.5249573
0.5249573,478815.1810000003,789211.9690000005,168418.39300000004,310396.78800000023,620793.5760000005,2.717391304347826,4,0,0.1750548,0.950736
0.950736,756571.1174999992,1132001.4479999978,381140.78700000077,375430.3304999985,750860.660999997,2.6956521739130435,5,0,0.5249573,0.3878456
0.3878456,381988.36500000046,383645.48900000076,380331.2410000001,1657.1240000003309,3314.2480000006617,3.0434782608695654,6,0,0.950736,0.2990462
0.2990462,847217.5669999998,1167771.8029999994,526663.3310000001,320554.2359999996,641108.4719999993,3.3913043478260865,7,0,0.3878456,0.1678057
0.1678057,475404.6925000008,690162.4400000017,260646.9449999999,214757.7475000009,429515.4950000018,3.7391304347826093,8,0,0.2990462,0.0839785
0.0839785,237916.54950000002,282959.65199999977,192873.4470000003,45043.10249999973,90086.20499999946,3.96875,9,0,0.1678057,0.0683728
0.0683728,207103.66350000017,228061.75600000008,186145.57100000026,20958.09249999991,41916.18499999982,3.84375,10,0,0.0839785,0.0619926
0.0619926,187777.6969999999,207978.175,167577.2189999998,20200.47800000009,40400.95600000018,3.71875,11,0,0.0683728,0.2186232
0.2186232,662216.9170000001,943733.181,380700.6530000003,281516.26399999985,563032.5279999997,3.59375,12,0,0.0619926,0.0999002
0.0999002,283978.99049999996,412420.904,155537.0769999999,128441.91350000004,256883.82700000008,3.46875,13,0,0.2186232,0.0555737
0.0555737,157975.286,162033.83699999988,153916.7350000001,4058.5509999998903,8117.101999999781,3.34375,14,0,0.0999002,0.8696233
0.8696233,1547029.2874999996,2452916.6909999982,641141.8840000011,905887.4034999986,1811774.8069999972,3.21875,15,0,0.0555737,0.1105981
0.1105981,438155.70149999985,536355.6089999998,339955.7939999999,98199.90749999997,196399.81499999994,3.09375,16,0,0.8696233,0.2097453
0.2097453,830946.4219999997,977908.5870000004,683984.2569999989,146962.16500000074,293924.3300000015,2.96875,17,0,0.1105981,0.2182027
0.2182027,864451.9425000004,905538.6700000009,823365.2149999999,41086.7275000005,82173.455000001,2.84375,18,0,0.2097453,0.348719
0.348719,781866.9909999999,810863.2019999995,752870.7800000005,28996.210999999486,57992.42199999897,2.71875,19,0,0.2182027,0.3313282
0.3313282,721121.574,725962.254,716280.8940000002,4840.679999999877,9681.359999999753,2.59375,20,0,0.348719,0.4453855
0.4453855,1304612.3475000015,2047817.8620000018,561406.833000001,743205.5145000003,1486411.0290000008,2.46875,21,0,0.3313282,0.3527598
0.3527598,1033295.5454999995,1307951.441,758639.649999999,274655.89550000057,549311.7910000011,2.34375,22,0,0.4453855,0.3070752
0.3070752,899477.288499999,1615639.8359999983,183314.74099999972,716162.5474999993,1432325.0949999986,2.21875,23,0,0.3527598,0.1273452
0.1273452,221046.70350000015,240521.93400000004,201571.47300000026,19475.23049999989,38950.46099999978,2.09375,0,0,0.3070752,0.1457195
0.1457195,171340.53149999995,177981.71600000001,164699.3469999999,6641.184500000061,13282.369000000122,1.5,1,0,0.1273452,0.2478485
0.2478485,226063.3194999997,270005.5809999996,182121.05799999982,43942.26149999989,87884.52299999978,1.0,2,0,0.1457195,0.1799661
0.1799661,164147.65000000002,173017.58800000005,155277.712,8869.938000000024,17739.876000000047,1.0,3,0,0.2478485,0.2249066
0.2249066,205137.96549999987,228857.30599999966,181418.62500000006,23719.340499999802,47438.680999999604,1.0,4,0,0.1799661,0.3400926
0.3400926,270636.926,366553.70800000004,174720.1439999999,95916.78200000006,191833.56400000013,2.5,5,0,0.2249066,0.2537867
0.2537867,249953.97600000008,324610.9820000003,175296.96999999983,74657.00600000024,149314.01200000048,1.0,6,0,0.3400926,0.3274421
0.3274421,927665.0624999993,1184603.5609999981,670726.5640000006,256938.49849999876,513876.99699999753,0.25,7,0,0.2537867,0.1749089
0.1749089,495528.4199999991,719023.1409999985,272033.6989999996,223494.72099999947,446989.44199999893,1.0,8,0,0.3274421,0.0811636
0.0811636,229941.99699999962,245180.49699999977,214703.4969999995,15238.500000000131,30477.000000000262,1.0,9,0,0.1749089,0.0619724
0.0619724,187716.6055,214106.5429999999,161326.66800000012,26389.937499999884,52779.87499999977,1.0,10,0,0.0811636,0.1375888
0.1375888,416761.0789999995,563253.3149999991,270268.8429999999,146492.23599999963,292984.47199999925,1.0,11,0,0.0619724,0.3527664
0.3527664,1068541.3665000007,1101865.3169999986,1035217.4160000029,33323.95049999788,66647.90099999576,1.0,12,0,0.1375888,0.4629105
0.4629105,1315881.4209999996,1531019.497000001,1100743.3449999986,215138.07600000117,430276.15200000233,1.0,13,0,0.3527664,0.5965435
0.5965435,1695749.8944999995,1711583.7979999986,1679915.9910000004,15833.903499999084,31667.806999998167,1.0,14,0,0.4629105,0.3359148
0.3359148,606807.7095000003,946451.2760000009,267164.14299999987,339643.56650000054,679287.1330000011,1.0,15,0,0.5965435,0.3911376
0.3911376,1549566.9104999998,2627854.585999999,471279.2350000001,1078287.6754999997,2156575.350999999,1.0,16,0,0.3359148,0.6023978
0.6023978,2386515.082499998,3055421.0049999994,1717609.1599999967,668905.9225000014,1337811.8450000028,1.0,17,0,0.3911376,0.1667771
0.1667771,660719.691499999,669379.9739999996,652059.4089999986,8660.282500000496,17320.565000000992,1.0,18,0,0.6023978,0.2956471
0.2956471,662873.7565000001,722767.4670000001,602980.0460000002,59893.71049999993,119787.42099999986,1.0,19,0,0.1667771,0.1712052
0.1712052,372620.6315,393507.366,351733.89700000006,20886.734499999962,41773.468999999925,1.0,20,0,0.2956471,0.0908582
0.0908582,266139.6230000004,291371.6430000008,240907.6030000001,25232.020000000353,50464.04000000071,1.0,21,0,0.1712052,0.0918354
0.0918354,269002.0724999999,360768.00199999975,177236.14300000007,91765.92949999984,183531.85899999968,1.0,22,0,0.0908582,0.0670326
0.0670326,196350.2515000002,221368.57100000032,171331.9320000001,25018.319500000114,50036.63900000023,1.0,23,0,0.0918354,0.1198667
0.1198667,208065.39350000018,229790.80900000015,186339.97800000018,21725.41549999999,43450.83099999998,1.0,0,0,0.0670326,0.0929894
0.0929894,156554.6759999998,165790.3329999995,147319.0190000001,9235.656999999701,18471.313999999402,1.0,1,0,0.1198667,0.1986978
0.1986978,185318.12999999992,219379.827,151256.43299999984,34061.69700000007,68123.39400000015,1.0,2,0,0.0929894,0.2024833
0.2024833,184685.6079999999,216723.61099999983,152647.60499999998,32038.002999999924,64076.00599999985,0.5,3,0,0.1986978,0.1752463
0.1752463,159842.65399999998,168675.7829999997,151009.52500000029,8833.12899999971,17666.25799999942,0.0,4,0,0.2024833,0.3846537
0.3846537,306097.44000000064,414335.7030000009,197859.17700000035,108238.26300000028,216476.52600000057,2.5,5,0,0.1752463,0.3273469
0.3273469,322403.2854999999,333007.845,311798.72599999985,10604.559500000061,21209.119000000122,0.25,6,0,0.3846537,0.2423487
0.2423487,686589.9640000003,883523.6580000012,489656.26999999926,196933.69400000098,393867.38800000196,1.0,7,0,0.3273469,0.1983313
0.1983313,561885.589,800464.5190000002,323306.65899999987,238578.93000000017,477157.86000000034,1.0,8,0,0.2423487,0.1978072
0.1978072,560400.9774999998,750650.4239999993,370151.53100000025,190249.44649999953,380498.89299999905,1.0,9,0,0.1983313,0.1334586
0.1334586,404250.50050000043,518403.88400000066,290097.11700000026,114153.3835000002,228306.7670000004,0.5,10,0,0.1978072,0.3960151
0.3960151,1221927.7090000007,1260011.318000001,1183844.1000000008,38083.609000000055,76167.21800000011,0.0,11,0,0.1334586,0.1634855
0.1634855,504444.0104999998,529297.7359999991,479590.2850000005,24853.725499999302,49707.450999998604,0.0,12,0,0.3960151,0.5493567
0.5493567,1695072.1019999995,1756083.4419999993,1634060.7619999994,61011.33999999997,122022.67999999993,0.0,13,0,0.1634855,0.3538211
0.3538211,1005780.8895000016,1144125.1940000025,867436.5850000007,138344.3045000009,276688.6090000018,0.0,14,0,0.5493567,0.1320825
0.1320825,258102.6199999997,333339.8739999996,182865.36599999983,75237.25399999988,150474.50799999977,0.0,15,0,0.3538211,0.1190723
0.1190723,471727.79699999955,687523.7889999991,255931.805,215795.99199999953,431591.98399999907,0.75,16,0,0.1320825,0.4750584
0.4750584,1882035.3420000009,2193190.9140000045,1570879.7699999972,311155.57200000365,622311.1440000073,0.5,17,0,0.1190723,0.4314747
0.4314747,1709370.0429999994,2558761.162000001,859978.9239999978,849391.1190000016,1698782.2380000032,-0.5,18,0,0.4750584,0.3572028
0.3572028,800888.7034999995,885854.6129999985,715922.7940000005,84965.90949999902,169931.81899999804,-0.25,19,0,0.4314747,0.5433598
0.5433598,1182599.1275000009,1273613.1930000004,1091585.0620000013,91014.06549999956,182028.13099999912,-1.0,20,0,0.3572028,0.4715823
0.4715823,1381347.5440000012,1613167.9160000004,1149527.1720000017,231820.3719999994,463640.7439999988,-1.0,21,0,0.5433598,0.6378531
0.6378531,1868383.8989999974,2246477.783999996,1490290.0139999988,378093.8849999985,756187.769999997,-0.5,22,0,0.4715823,0.3604173
0.3604173,1055725.5285000007,1688588.234000001,422862.8230000003,632862.7055000004,1265725.4110000008,-2.0,23,0,0.6378531,0.1111983
0.1111983,187224.31650000002,229047.339,145401.294,41823.02250000001,83646.04500000001,-2.5,0,0,0.3604173,0.1083087
0.1083087,182345.9705000001,224099.37199999994,140592.56900000028,41753.40149999983,83506.80299999967,-3.75,1,0,0.1111983,0.1812659
0.1812659,169060.0564999998,184279.41,153840.7029999996,15219.353500000201,30438.707000000402,-4.0,2,0,0.1083087,0.2236677
0.2236677,204007.972,233437.43099999992,174578.5130000001,29429.458999999915,58858.91799999983,-4.0,3,0,0.1812659,0.1734548
0.1734548,158208.69050000003,166719.7019999999,149697.67900000012,8511.011499999891,17022.022999999783,-4.0,4,0,0.2236677,0.2640142
0.2640142,210095.64449999988,254262.11699999988,165929.17199999985,44166.47250000002,88332.94500000004,-5.0,5,0,0.1734548,0.1738447
0.1738447,171219.25349999996,178249.8870000001,164188.61999999982,7030.633500000142,14061.267000000284,0.0,6,0,0.2640142,0.305583
0.305583,865736.9965000014,1178911.762000002,552562.2310000008,313174.76550000056,626349.5310000011,-5.25,7,0,0.1738447,0.315012
0.315012,892449.9129999997,1126141.839,658757.9869999994,233691.92600000027,467383.85200000054,-5.0,8,0,0.305583,0.0871454
0.0871454,246888.71599999972,287980.1479999996,205797.28399999987,41091.431999999855,82182.86399999971,-4.5,9,0,0.315012,0.0795274
0.0795274,240891.0369999999,245462.4419999997,236319.63200000007,4571.40499999981,9142.80999999962,-4.0,10,0,0.0871454,0.0655654
0.0655654,202305.8545000001,235395.893,169215.8160000002,33090.03849999991,66180.07699999982,-4.0,11,0,0.0795274,0.0910766
0.0910766,281022.1669999999,310045.3619999998,251998.972,29023.19499999989,58046.38999999978,-4.0,12,0,0.0655654,0.0726716
0.0726716,224232.5635000002,263941.6040000004,184523.523,39709.04050000021,79418.08100000041,-3.75,13,0,0.0910766,0.0569119
0.0569119,161779.27649999998,169301.43999999997,154257.11299999998,7522.163499999995,15044.32699999999,-3.0,14,0,0.0726716,0.1209207
0.1209207,236291.3250000001,258894.513,213688.1370000002,22603.187999999907,45206.375999999815,-3.0,15,0,0.0569119,0.0419788
0.0419788,166307.17000000033,176404.34600000046,156209.9940000002,10097.176000000123,20194.352000000246,-2.875,16,0,0.1209207,0.1654284
0.1654284,655376.666,1134035.2089999998,176718.12300000002,478658.5429999999,957317.0859999998,-2.708333333333333,17,0,0.0419788,0.4211283
0.4211283,1668380.7500000019,2394263.765000003,942497.7350000006,725883.0150000012,1451766.0300000024,-2.5416666666666665,18,0,0.1654284,0.3333342
0.3333342,747372.4689999986,796145.0899999986,698599.8479999986,48772.620999999985,97545.24199999997,-2.375,19,0,0.4211283,0.3119391
0.3119391,678922.0634999995,828071.196999999,529772.9299999999,149149.13349999953,298298.26699999906,-2.2083333333333335,20,0,0.3333342,0.1426139
0.1426139,417741.13899999985,424030.11099999945,411452.16700000025,6288.971999999601,12577.943999999203,-2.0416666666666665,21,0,0.3119391,0.078923
0.078923,231179.43499999974,267453.15799999953,194905.71199999994,36273.722999999794,72547.44599999959,-1.875,22,0,0.1426139,0.0599833
0.0599833,175701.6454999997,181129.07599999974,170274.21499999968,5427.430500000031,10854.861000000063,-1.7083333333333335,23,0,0.078923,0.1235971
0.1235971,208100.1825,257253.01499999984,158947.35000000015,49152.832499999844,98305.66499999969,-1.541666666666667,0,0,0.0599833,0.1243226
0.1243226,209306.59700000004,254943.08200000014,163670.11199999994,45636.4850000001,91272.9700000002,-1.3750000000000002,1,0,0.1235971,0.1912247
0.1912247,178348.26600000018,179691.00300000032,177005.52900000007,1342.7370000001247,2685.4740000002494,-1.2083333333333335,2,0,0.1243226,0.2245608
0.2245608,204822.54250000004,253642.2750000003,156002.8099999998,48819.73250000026,97639.46500000052,-1.041666666666667,3,0,0.1912247,0.634229
0.634229,578482.1930000004,885558.2950000007,271406.0910000001,307076.10200000036,614152.2040000006,-1.0,4,0,0.2245608,0.4866089
0.4866089,387230.75749999983,428285.2750000001,346176.2399999996,41054.51750000025,82109.0350000005,-1.0,5,0,0.634229,0.4283436
0.4283436,421874.75049999985,586367.7199999996,257381.78100000008,164492.96949999977,328985.93899999955,3.0,6,0,0.4866089,0.306331
0.306331,867856.1305000003,942030.576,793681.6850000006,74174.44549999968,148348.89099999936,-1.0,7,0,0.4283436,0.2341339
0.2341339,663316.7399999988,794779.2259999978,531854.2539999997,131462.48599999904,262924.9719999981,-1.0,8,0,0.306331,0.1614072
0.1614072,457277.1629999991,623472.5249999983,291081.801,166195.36199999915,332390.7239999983,-1.75,9,0,0.2341339,0.0685165
0.0685165,207538.64700000017,246472.10000000053,168605.19399999984,38933.45300000034,77866.90600000069,-2.0,10,0,0.1614072,0.588361
0.588361,1815422.2110000006,2570534.714000003,1060309.7079999985,755112.5030000022,1510225.0060000045,-2.0,11,0,0.0685165,0.3568594
0.3568594,1101110.5200000007,1839850.918000001,362370.1220000004,738740.3980000003,1477480.7960000006,-1.9888059701492538,12,0,0.588361,0.3060468
0.3060468,944325.1519999992,1214148.0819999997,674502.2219999987,269822.9300000005,539645.860000001,-1.9440298507462686,13,0,0.3568594,0.5047686
0.5047686,1434868.3220000013,1933537.0930000013,936199.5510000013,498668.771,997337.542,-1.8992537313432833,14,0,0.3060468,0.1703406
0.1703406,332862.84450000006,497533.542,168192.1470000001,164670.69749999995,329341.3949999999,-1.8544776119402986,15,0,0.5047686,0.2677393
0.2677393,697776.649500001,743990.8830000012,651562.4160000007,46214.233500000264,92428.46700000053,-1.8097014925373136,16,0,0.1703406,0.2217048
0.2217048,577802.4944999991,604831.0179999982,550773.9709999999,27028.523499999137,54057.046999998274,-1.7649253731343284,17,0,0.2677393,0.56568
0.56568,1474263.3470000008,1979434.8260000006,969091.8680000011,505171.47899999976,1010342.9579999995,-1.7201492537313432,18,0,0.2217048,0.3818982
0.3818982,856258.3940000006,966845.7630000012,745671.0249999999,110587.36900000065,221174.7380000013,-1.6753731343283582,19,0,0.56568,0.9358144
0.9358144,2036759.632499999,3220629.0200000005,852890.2449999974,1183869.3875000016,2367738.775000003,-1.6305970149253732,20,0,0.3818982,0.1806294
0.1806294,529095.2655000002,560370.0910000001,497820.4400000003,31274.82549999992,62549.65099999984,-1.5858208955223883,21,0,0.9358144,0.5117341
0.5117341,1498959.2244999995,1601430.9339999966,1396487.5150000022,102471.7094999972,204943.4189999944,-1.541044776119403,22,0,0.1806294,0.3261462
0.3261462,955339.7080000006,1668652.658000001,242026.75800000026,713312.9500000003,1426625.9000000008,-1.496268656716418,23,0,0.5117341,0.1165725
0.1165725,196272.98700000002,220304.70599999963,172241.2680000004,24031.71899999962,48063.43799999924,-1.4514925373134329,0,0,0.3261462,0.0999873
0.0999873,168336.1859999998,176996.9019999996,159675.47000000003,8660.715999999782,17321.431999999564,-1.4067164179104477,1,0,0.1165725,0.2568671
0.2568671,239570.5914999999,249982.01899999962,229159.16400000016,10411.427499999729,20822.854999999458,-1.3619402985074627,2,0,0.0999873,0.1770726
0.1770726,161508.49849999996,165985.32699999976,157031.67000000016,4476.8284999997995,8953.656999999599,-1.3171641791044777,3,0,0.2568671,0.2190901
0.2190901,199832.77949999977,219743.23299999975,179922.3259999998,19910.453499999974,39820.90699999995,-1.2723880597014927,4,0,0.1770726,0.7742727
0.7742727,616146.1745000004,900610.8010000014,331681.5479999995,284464.62650000094,568929.2530000019,-1.2276119402985075,5,0,0.2190901,0.4042132
0.4042132,398108.76249999995,497230.11799999996,298987.4069999999,99121.35550000003,198242.71100000007,-1.1828358208955223,6,0,0.7742727,0.3476438
0.3476438,984897.9675000003,1214212.3590000004,755583.5760000002,229314.39150000006,458628.78300000017,3.425373134328358,7,0,0.4042132,0.1843337
0.1843337,522229.71200000076,646626.2960000011,397833.1280000003,124396.58400000041,248793.16800000082,-1.1156716417910448,8,0,0.3476438,0.0675449
0.0675449,191359.06350000002,201486.9499999998,181231.17700000023,10127.88649999979,20255.77299999958,-1.0708955223880599,9,0,0.1843337,0.0734011
0.0734011,222334.41050000038,258258.66300000052,186410.15800000023,35924.25250000015,71848.5050000003,-1.0261194029850746,10,0,0.0675449,0.4223649
0.4223649,1303231.395,1666188.8590000009,940273.9309999992,362957.46400000085,725914.9280000017,-0.9813432835820897,11,0,0.0734011,0.2831577
0.2831577,873699.4725000008,1391872.727000001,355526.21800000087,518173.2545,1036346.5090000001,-0.9365671641791045,12,0,0.4223649,0.500734
0.500734,1545043.9754999964,2694690.8709999924,395397.08000000037,1149646.8954999961,2299293.790999992,-0.8917910447761195,13,0,0.2831577,0.1362163
0.1362163,387212.0454999997,556309.3199999993,218114.77100000018,169097.27449999953,338194.54899999907,-0.8470149253731344,14,0,0.500734,0.1109222
0.1109222,216753.21300000008,258958.72400000005,174547.7020000001,42205.51099999997,84411.02199999994,-0.8022388059701493,15,0,0.1362163,0.0615078
0.0615078,160300.33499999996,169695.94700000013,150904.72299999982,9395.612000000154,18791.224000000308,-0.7574626865671643,16,0,0.1109222,0.4298819
0.4298819,1244610.3454999998,2235519.0699999994,253701.6210000002,990908.7244999995,1981817.448999999,-0.7126865671641791,17,0,0.0615078,0.7744137
0.7744137,2242111.768999998,2633837.9199999995,1850385.6179999963,391726.1510000016,783452.3020000032,-0.6679104477611941,18,0,0.4298819,0.2490508
0.2490508,721061.1830000004,725072.7210000006,717049.6450000003,4011.538000000175,8023.07600000035,-0.623134328358209,19,0,0.7744137,0.3545651
0.3545651,771695.5684999998,789232.2179999988,754158.9190000008,17536.64949999901,35073.29899999802,-0.5783582089552239,20,0,0.2490508,0.2161395
0.2161395,633110.7164999996,700344.6560000001,565876.7769999993,67233.93950000039,134467.87900000077,-0.533582089552239,21,0,0.3545651,0.4940743
0.4940743,1447230.5549999992,1725188.0829999982,1169273.0270000002,277957.527999999,555915.055999998,-0.48880597014925375,22,0,0.2161395,0.3925803
0.3925803,1149936.7629999989,1649406.2309999976,650467.2950000003,499469.46799999865,998938.9359999973,-0.4440298507462688,23,0,0.4940743,0.1178343
0.1178343,198397.38949999996,228239.34699999995,168555.43199999997,29841.95749999999,59683.91499999998,-0.3992537313432837,0,0,0.3925803,0.0916618
0.0916618,154319.70199999996,164075.59900000005,144563.80499999988,9755.897000000085,19511.79400000017,-0.35447761194029853,1,0,0.1178343,0.2349203
0.2349203,219101.56700000027,252472.84800000046,185730.2860000001,33371.28100000018,66742.56200000035,-0.30970149253731355,2,0,0.0916618,0.1872091
0.1872091,170753.95549999998,176982.49800000037,164525.41299999962,6228.542500000374,12457.085000000749,-0.26492537313432835,3,0,0.2349203,0.1769101
0.1769101,161360.21149999992,174388.6659999999,148331.75699999993,13028.454499999993,26056.908999999985,-0.22014925373134336,4,0,0.1872091,0.2893754
0.2893754,230277.42899999995,247132.15300000002,213422.7049999999,16854.72400000006,33709.44800000012,-0.17537313432835824,5,0,0.1769101,0.1622387
0.1622387,159788.55550000005,164808.81799999997,154768.29300000012,5020.262499999924,10040.524999999849,-0.13059701492537315,6,0,0.2893754,0.106538
0.106538,301829.3329999995,363593.4859999992,240065.1799999998,61764.152999999715,123528.30599999943,4.451492537313433,7,0,0.1622387,0.2878846
0.2878846,815596.1925,1227517.0790000001,403675.3059999998,411920.88650000014,823841.7730000003,-0.06343283582089561,8,0,0.106538,0.5752377
0.5752377,1629686.581999997,2561568.451999994,697804.7119999998,931881.8699999971,1863763.7399999942,-0.01865671641791055,9,0,0.2878846,0.1442789
0.1442789,437025.73600000015,515967.4750000007,358083.9969999996,78941.73900000053,157883.47800000105,0.02611940298507435,10,0,0.5752377,0.0790111
0.0790111,243793.46899999966,256935.40999999963,230651.5279999997,13141.940999999963,26283.881999999925,0.07089552238805935,11,0,0.1442789,0.3691945
0.3691945,1139171.252500001,2037211.569000002,241130.93600000002,898040.316500001,1796080.633000002,0.11567164179104475,12,0,0.0790111,0.2283295
0.2283295,704523.9050000003,1128203.318000001,280844.4919999995,423679.4130000007,847358.8260000014,0.16044776119402976,13,0,0.3691945,0.5513776
0.5513776,1567360.2775000003,1655741.263,1478979.2920000006,88380.98549999972,176761.97099999944,0.20522388059701474,14,0,0.2283295,0.5862883
0.5862883,1145666.665,1642952.6459999983,648380.6840000016,497285.98099999834,994571.9619999967,0.24999999999999978,15,0,0.5513776,0.0753424
0.0753424,196355.66599999985,243459.04299999966,149252.28900000008,47103.37699999979,94206.75399999958,0.29477611940298476,16,0,0.5862883,0.1359792
0.1359792,420713.62200000003,520285.6999999999,321141.54400000017,99572.07799999986,199144.15599999973,0.33955223880597013,17,0,0.0753424,0.201835
0.201835,624468.6805000002,651818.3389999999,597119.0220000006,27349.65849999967,54699.31699999934,0.38432835820895517,18,0,0.1359792,0.1852366
0.1852366,573113.8030000008,585299.6320000007,560927.9740000009,12185.82899999991,24371.65799999982,0.42910447761194015,19,0,0.201835,0.2830703
0.2830703,616090.1940000006,820653.2380000007,411527.1500000006,204563.04400000005,409126.0880000001,0.47388059701492513,20,0,0.1852366,0.4896053
0.4896053,1434140.0169999995,1984366.8229999985,883913.2110000004,550226.805999999,1100453.611999998,0.5186567164179101,21,0,0.2830703,0.4425772
0.4425772,1296386.4515,1683029.892999999,909743.0100000008,386643.4414999991,773286.8829999982,0.5634328358208955,22,0,0.4896053,0.2522838
0.2522838,738983.6305000008,1195208.9030000013,282758.3580000003,456225.27250000054,912450.5450000011,0.6082089552238805,23,0,0.4425772,0.1093524
0.1093524,196120.8404999997,205669.5079999997,186572.17299999966,9548.667500000025,19097.33500000005,0.6529850746268655,0,0,0.2522838,0.1472172
0.1472172,247851.39699999994,275771.15600000013,219931.63799999972,27919.75900000021,55839.51800000042,0.6977611940298505,1,0,0.1093524,0.1882581
0.1882581,175581.4845,175592.9419999999,175570.0270000001,11.457499999902211,22.914999999804422,0.7425373134328355,2,0,0.1472172,0.670806
0.670806,912103.0190000006,1344594.2750000013,479611.76299999974,432491.25600000075,864982.5120000015,0.7873134328358209,3,0,0.1882581,0.3469232
0.3469232,471715.68850000005,483900.5969999998,459530.7800000004,12184.9084999997,24369.8169999994,0.8320895522388059,4,0,0.670806,0.1216686
0.1216686,165434.23350000003,171262.33700000003,159606.13000000006,5828.103499999983,11656.206999999966,0.8768656716417909,5,0,0.3469232,0.2776626
0.2776626,273469.30600000004,290985.9790000001,255952.633,17516.673000000053,35033.34600000011,0.9216417910447758,6,0,0.1216686,0.2388699
0.2388699,676734.3710000003,879831.2500000002,473637.49200000026,203096.879,406193.758,0.966417910447761,7,0,0.2776626,0.1890258
0.1890258,535522.6764999998,573814.1190000003,497231.2339999993,38291.4425000005,76582.885000001,5.5,8,0,0.2388699,0.4520771
0.4520771,1280764.5049999992,1958754.425999998,602774.5840000001,677989.9209999989,1355979.8419999979,0.881578947368421,9,0,0.1890258,0.1060014
0.1060014,321081.8105,377032.5150000002,265131.10599999985,55950.70450000017,111901.40900000033,0.7236842105263158,10,0,0.4520771,0.2181547
0.2181547,673129.0609999995,1034109.6289999986,312148.4930000004,360980.5679999991,721961.1359999981,0.5657894736842106,11,0,0.1060014,0.0996527
0.0996527,307484.20699999994,322989.16799999995,291979.2459999999,15504.96100000001,31009.92200000002,0.4078947368421053,12,0,0.2181547,0.089085
0.089085,274876.9514999995,330671.2339999994,219082.66899999962,55794.2824999999,111588.5649999998,0.24999999999999994,13,0,0.0996527,0.0714145
0.0714145,203004.6075000004,213667.41300000058,192341.8020000002,10662.805500000191,21325.611000000383,0.09210526315789475,14,0,0.089085,0.1423905
0.1423905,278245.5355,282726.3069999996,273764.7640000003,4480.771499999653,8961.542999999307,-0.06578947368421034,15,0,0.0714145,0.1094906
0.1094906,285352.1110000003,294289.19300000014,276415.0290000005,8937.08199999982,17874.16399999964,-0.22368421052631565,16,0,0.1423905,0.1879369
0.1879369,581468.4294999999,667321.8480000005,495615.0109999993,85853.41850000058,171706.83700000116,-0.381578947368421,17,0,0.1094906,0.2098089
0.2098089,649139.5680000002,734834.2760000023,563444.8599999981,85694.70800000208,171389.41600000416,-0.5394736842105263,18,0,0.1879369,0.238439
0.238439,737719.8409999993,742171.3090000001,733268.3729999986,4451.46800000075,8902.9360000015,-0.6973684210526314,19,0,0.2098089,0.2936923
0.2936923,630488.3415000008,708181.225000001,552795.4580000006,77692.88350000023,155385.76700000046,-0.8552631578947367,20,0,0.238439,0.1903041
0.1903041,557434.0739999993,588273.6049999993,526594.5429999992,30839.531000000017,61679.062000000034,-1.0131578947368418,21,0,0.2936923,0.379498
0.379498,1111616.363500001,1567228.6810000015,656004.0460000006,455612.31750000047,911224.6350000009,-1.1710526315789473,22,0,0.1903041,0.5748027
0.5748027,1683698.2650000008,1739422.2800000012,1627974.2500000005,55724.01500000036,111448.03000000073,-1.3289473684210524,23,0,0.379498,0.1454422
0.1454422,264336.2320000006,326585.94100000086,202086.52300000036,62249.70900000025,124499.4180000005,-1.4868421052631577,0,0,0.5748027,0.1495695
0.1495695,251811.75400000002,255775.29499999993,247848.21300000008,3963.5409999999247,7927.081999999849,-1.644736842105263,1,0,0.1454422,0.2178148
0.2178148,203147.8750000002,210327.10100000034,195968.64900000006,7179.226000000141,14358.452000000281,-1.8026315789473684,2,0,0.1495695,0.1671629
